orderNo,customerID,firstName,lastName,gender,income,education,occupation,productCost,saleAmount,item,itemCategory,saleCountry,Profit,Region
SO61648,20387,Jordan,Adams,M,60000,Graduate Degree,Management,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United States,407.4102,North America
SO62082,22788,Jordan,Jenkins,M,70000,Partial High School,Skilled Manual,343.6496,539.99,"Road-750 Black, 52",Components,United States,196.3404,North America
SO62521,25420,Jordan,Scott,F,50000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,United States,459.6992,North America
SO62681,24685,Jordan,Kumar,M,60000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United States,902.1321,North America
SO62939,20481,Jordan,Edwards,M,40000,High School,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 40",Components,United States,407.4102,North America
SO64288,19988,Jordan,Long,M,60000,Graduate Degree,Professional,713.0798,1120.49,"Road-550-W Yellow, 42",Components,Canada,407.4102,North America
SO65604,15535,Jordan,Scott,M,70000,Bachelors,Professional,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,United States,1043.0087,North America
SO65929,19824,Jordan,Perry,M,90000,Partial College,Professional,294.5797,539.99,"Mountain-500 Black, 52",Bikes,United States,245.4103,North America
SO67254,23186,Jordan,Young,M,70000,Graduate Degree,Professional,343.6496,539.99,"Road-750 Black, 48",Components,United States,196.3404,North America
SO67899,18548,Jordan,Powell,M,50000,Bachelors,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United States,618.48,North America
SO69370,16104,Jordan,Hernandez,F,80000,Bachelors,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United States,1054.3705,North America
SO70306,18645,Jordan,Bryant,M,60000,Graduate Degree,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 40",Components,United States,618.48,North America
SO70855,17393,Jordan,Sharma,M,110000,Bachelors,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO71010,23821,Jordan,Lal,M,40000,Graduate Degree,Skilled Manual,343.6496,539.99,"Road-750 Black, 44",Components,United States,196.3404,North America
SO71736,20648,Jordan,Mitchell,M,70000,Graduate Degree,Professional,1554.9479,2443.35,"Road-250 Black, 58",Components,United States,888.4021,North America
SO72552,18432,Jordan,Lopez,F,70000,Graduate Degree,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO73077,28268,Jordan,Campbell,F,120000,High School,Professional,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,United States,902.1321,North America
SO44716,22230,Jordyn,Bennett,F,70000,Partial College,Professional,2171.2942,3578.27,"Road-150 Red, 56",Components,Canada,1406.9758,North America
SO45026,25962,Jordyn,Jenkins,F,80000,Bachelors,Management,1912.1544,3399.99,"Mountain-100 Silver, 38",Bikes,United States,1487.8356,North America
SO46544,12766,Jordyn,Bryant,F,20000,Partial High School,Clerical,2171.2942,3578.27,"Road-150 Red, 44",Components,United States,1406.9758,North America
SO46792,13083,Jordyn,Butler,F,70000,Partial College,Professional,1320.6838,2181.5625,"Road-250 Black, 44",Components,United States,860.8787,North America
SO47227,25288,Jordyn,Flores,F,80000,Bachelors,Management,1320.6838,2181.5625,"Road-250 Black, 48",Components,Canada,860.8787,North America
SO47288,13353,Jordyn,Coleman,F,60000,Graduate Degree,Management,1320.6838,2181.5625,"Road-250 Black, 44",Components,United States,860.8787,North America
SO48609,26646,Jordyn,Perry,F,60000,Bachelors,Professional,1117.8559,2071.4196,"Mountain-200 Silver, 46",Bikes,United States,953.5637,North America
SO50956,27554,Jordyn,West,F,60000,Partial College,Skilled Manual,1117.8559,2071.4196,"Mountain-200 Silver, 42",Bikes,United States,953.5637,North America
SO52878,24521,Jordyn,Wood,F,80000,Bachelors,Management,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United States,902.1321,North America
SO56742,13083,Jordyn,Butler,F,70000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO58248,25288,Jordyn,Flores,F,80000,Bachelors,Management,343.6496,539.99,"Road-750 Black, 58",Components,Canada,196.3404,North America
SO59543,12766,Jordyn,Bryant,F,20000,Partial High School,Clerical,419.7784,769.49,"Mountain-400-W Silver, 42",Bikes,United States,349.7116,North America
SO60932,15391,Jordyn,Powell,F,90000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,Canada,1054.3705,North America
SO61724,25962,Jordyn,Jenkins,F,80000,Bachelors,Management,1481.9379,2384.07,"Touring-1000 Yellow, 60",Clothing,United States,902.1321,North America
SO67064,22230,Jordyn,Bennett,F,70000,Partial College,Professional,308.2179,564.99,"Mountain-500 Silver, 42",Bikes,Canada,256.7721,North America
SO68457,23781,Jordyn,Ross,F,40000,Partial College,Clerical,343.6496,539.99,"Road-750 Black, 48",Components,United States,196.3404,North America
SO68927,16865,Jordyn,Diaz,F,120000,High School,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United States,1054.3705,North America
SO69767,13353,Jordyn,Coleman,F,60000,Graduate Degree,Management,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United States,1054.3705,North America
SO69930,15391,Jordyn,Powell,F,90000,High School,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,Canada,902.1321,North America
SO70637,16129,Jordyn,Russell,F,40000,High School,Skilled Manual,308.2179,564.99,"Mountain-500 Silver, 52",Bikes,United States,256.7721,North America
SO71249,19995,Jordyn,Gonzales,F,70000,Bachelors,Skilled Manual,308.2179,564.99,"Mountain-500 Silver, 40",Bikes,United States,256.7721,North America
SO72925,26646,Jordyn,Perry,F,60000,Bachelors,Professional,461.4448,742.35,"Touring-3000 Blue, 62",Clothing,United States,280.9052,North America
SO47325,13278,Jorge,Hu,M,110000,Bachelors,Management,1320.6838,2181.5625,"Road-250 Black, 44",Components,United States,860.8787,North America
SO56691,19849,Jorge,Wu,M,40000,High School,Professional,713.0798,1120.49,"Road-550-W Yellow, 44",Components,United States,407.4102,North America
SO57517,13278,Jorge,Hu,M,110000,Bachelors,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO58056,20442,Jorge,Chen,M,70000,Partial College,Professional,1554.9479,2443.35,"Road-250 Black, 58",Components,United States,888.4021,North America
SO59472,25399,Jorge,Leit?o,M,70000,Graduate Degree,Professional,1481.9379,2384.07,"Touring-1000 Blue, 54",Clothing,United States,902.1321,North America
SO50123,15778,Jos‚,Miller,M,70000,Partial College,Professional,486.7066,782.99,"Road-650 Red, 52",Components,United States,296.2834,North America
SO59261,25404,Jos‚,Lopez,M,70000,Bachelors,Skilled Manual,1481.9379,2384.07,"Touring-1000 Yellow, 46",Clothing,United States,902.1321,North America
SO66813,15778,Jos‚,Miller,M,70000,Partial College,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United States,1054.3705,North America
SO45655,11323,Jose,Patterson,M,120000,Graduate Degree,Management,2171.2942,3578.27,"Road-150 Red, 48",Components,United States,1406.9758,North America
SO45922,23731,Jose,Thompson,M,60000,High School,Professional,2171.2942,3578.27,"Road-150 Red, 56",Components,Canada,1406.9758,North America
SO46313,12078,Jose,Edwards,M,60000,Bachelors,Management,2171.2942,3578.27,"Road-150 Red, 52",Components,United States,1406.9758,North America
SO46772,13161,Jose,Moore,M,40000,High School,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 48",Components,United States,860.8787,North America
SO47299,13425,Jose,Garcia,M,90000,Partial College,Professional,1518.7864,2443.35,"Road-250 Red, 48",Components,United States,924.5636,North America
SO48096,15398,Jose,Wang,M,150000,Partial College,Professional,486.7066,782.99,"Road-650 Red, 48",Components,United States,296.2834,North America
SO48678,26627,Jose,Alexander,M,60000,Graduate Degree,Professional,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United States,943.2882,North America
SO48907,26727,Jose,Clark,M,70000,High School,Professional,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,United States,943.2882,North America
SO49936,27201,Jose,Taylor,M,80000,Graduate Degree,Skilled Manual,1105.81,2049.0982,"Mountain-200 Black, 42",Bikes,United States,943.2882,North America
SO51538,21597,Jose,Jones,M,70000,Graduate Degree,Professional,343.6496,539.99,"Road-750 Black, 48",Components,United States,196.3404,North America
SO51918,22330,Jose,Walker,M,50000,Graduate Degree,Skilled Manual,343.6496,539.99,"Road-750 Black, 52",Components,United States,196.3404,North America
SO52010,11323,Jose,Patterson,M,120000,Graduate Degree,Management,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United States,1043.0087,North America
SO55229,21653,Jose,Anderson,M,70000,Bachelors,Professional,343.6496,539.99,"Road-750 Black, 48",Components,United States,196.3404,North America
SO58624,13425,Jose,Garcia,M,90000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,United States,1043.0087,North America
SO61520,12078,Jose,Edwards,M,60000,Bachelors,Management,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO61527,23731,Jose,Thompson,M,60000,High School,Professional,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,Canada,459.6992,North America
SO63616,17662,Jose,Washington,M,40000,Partial College,Clerical,1082.51,1700.99,"Road-350-W Yellow, 44",Components,United States,618.48,North America
SO64158,15398,Jose,Wang,M,150000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United States,1043.0087,North America
SO65446,26727,Jose,Clark,M,70000,High School,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 46",Clothing,United States,902.1321,North America
SO66308,26627,Jose,Alexander,M,60000,Graduate Degree,Professional,461.4448,742.35,"Touring-3000 Yellow, 58",Clothing,United States,280.9052,North America
SO66935,23386,Jose,Smith,M,40000,High School,Skilled Manual,343.6496,539.99,"Road-750 Black, 44",Components,United States,196.3404,North America
SO67756,23723,Jose,Phillips,M,60000,Partial College,Professional,343.6496,539.99,"Road-750 Black, 58",Components,United States,196.3404,North America
SO67885,16100,Jose,Johnson,M,70000,Graduate Degree,Professional,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United States,1054.3705,North America
SO69149,27201,Jose,Taylor,M,80000,Graduate Degree,Skilled Manual,1481.9379,2384.07,"Touring-1000 Blue, 50",Clothing,United States,902.1321,North America
SO70212,17474,Jose,King,M,70000,Graduate Degree,Management,1265.6195,2319.99,"Mountain-200 Silver, 42",Bikes,United States,1054.3705,North America
SO71186,13161,Jose,Moore,M,40000,High School,Skilled Manual,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United States,1054.3705,North America
SO71274,20078,Jose,Lee,M,20000,High School,Manual,343.6496,539.99,"Road-750 Black, 48",Components,United States,196.3404,North America
SO74082,22236,Jose,Gonzalez,M,40000,Bachelors,Skilled Manual,713.0798,1120.49,"Road-550-W Yellow, 44",Components,United States,407.4102,North America
SO43987,28042,Joseph,Brown,M,60000,Bachelors,Management,2171.2942,3578.27,"Road-150 Red, 62",Components,United States,1406.9758,North America
SO44969,22713,Joseph,Miller,M,70000,Partial College,Professional,2171.2942,3578.27,"Road-150 Red, 48",Components,Canada,1406.9758,North America
SO45846,23592,Joseph,Jackson,M,80000,Bachelors,Management,2171.2942,3578.27,"Road-150 Red, 56",Components,Canada,1406.9758,North America
SO46131,11954,Joseph,Garcia,M,60000,Partial College,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,United States,1406.9758,North America
SO46446,12777,Joseph,Anderson,M,40000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 48",Components,United States,1406.9758,North America
SO47121,28832,Joseph,Rodriguez,M,40000,Bachelors,Skilled Manual,1320.6838,2181.5625,"Road-250 Black, 48",Components,Canada,860.8787,North America
SO59888,25392,Joseph,Moore,M,60000,Bachelors,Skilled Manual,755.1508,1214.85,"Touring-2000 Blue, 54",Clothing,United States,459.6992,North America
SO60422,11954,Joseph,Garcia,M,60000,Partial College,Skilled Manual,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United States,1043.0087,North America
SO60931,15395,Joseph,Clark,M,80000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 42",Bikes,Canada,1043.0087,North America
SO61086,24520,Joseph,Wilson,M,60000,Partial College,Skilled Manual,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,United States,902.1321,North America
SO63667,12777,Joseph,Anderson,M,40000,Partial College,Clerical,1265.6195,2319.99,"Mountain-200 Silver, 46",Bikes,United States,1054.3705,North America
SO68080,23592,Joseph,Jackson,M,80000,Bachelors,Management,1082.51,1700.99,"Road-350-W Yellow, 48",Components,Canada,618.48,North America
SO68334,21491,Joseph,Lewis,M,60000,Partial College,Professional,713.0798,1120.49,"Road-550-W Yellow, 42",Components,United States,407.4102,North America
SO68802,18226,Joseph,Walker,M,60000,Partial College,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 42",Components,United States,618.48,North America
SO70734,15395,Joseph,Clark,M,80000,Partial College,Professional,1481.9379,2384.07,"Touring-1000 Yellow, 54",Clothing,Canada,902.1321,North America
SO73913,22713,Joseph,Miller,M,70000,Partial College,Professional,294.5797,539.99,"Mountain-500 Black, 42",Bikes,Canada,245.4103,North America
SO44818,28827,Joshua,Robinson,M,60000,Graduate Degree,Professional,2171.2942,3578.27,"Road-150 Red, 52",Components,United States,1406.9758,North America
SO45436,28130,Joshua,Taylor,M,60000,Partial College,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,Canada,1406.9758,North America
SO46015,23511,Joshua,Rodriguez,M,60000,Graduate Degree,Management,2171.2942,3578.27,"Road-150 Red, 52",Components,Canada,1406.9758,North America
SO47088,13274,Joshua,Lee,M,90000,Partial College,Professional,1518.7864,2443.35,"Road-250 Red, 48",Components,United States,924.5636,North America
SO48686,25999,Joshua,Thompson,M,40000,High School,Skilled Manual,1320.6838,2181.5625,"Road-250 Red, 58",Components,Canada,860.8787,North America
SO56421,16362,Joshua,Smith,M,40000,Partial College,Clerical,1554.9479,2443.35,"Road-250 Black, 58",Components,United States,888.4021,North America
SO57729,13274,Joshua,Lee,M,90000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 46",Bikes,United States,1043.0087,North America
SO60436,23511,Joshua,Rodriguez,M,60000,Graduate Degree,Management,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,Canada,459.6992,North America
SO69289,18401,Joshua,Jones,M,70000,Partial College,Professional,1251.9813,2294.99,"Mountain-200 Black, 38",Bikes,Canada,1043.0087,North America
SO72112,23881,Joshua,Martinez,M,80000,Graduate Degree,Professional,343.6496,539.99,"Road-750 Black, 48",Components,United States,196.3404,North America
SO72821,18643,Joshua,Thomas,M,110000,Graduate Degree,Professional,1265.6195,2319.99,"Mountain-200 Silver, 38",Bikes,United States,1054.3705,North America
SO44586,28794,Juan,Cooper,M,40000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 56",Components,United States,1406.9758,North America
SO45484,23267,Juan,James,M,40000,Partial College,Clerical,2171.2942,3578.27,"Road-150 Red, 52",Components,Canada,1406.9758,North America
SO45957,11809,Juan,Gray,M,60000,Bachelors,Skilled Manual,2171.2942,3578.27,"Road-150 Red, 48",Components,United States,1406.9758,North America
SO46493,15023,Juan,Watson,M,70000,Partial College,Skilled Manual,413.1463,699.0982,"Road-650 Red, 48",Components,United States,285.9519,North America
SO46545,24646,Juan,Murphy,M,30000,High School,Professional,2171.2942,3578.27,"Road-150 Red, 62",Components,Canada,1406.9758,North America
SO49924,21595,Juan,Ward,M,60000,Graduate Degree,Professional,1105.81,2049.0982,"Mountain-200 Black, 46",Bikes,Canada,943.2882,North America
SO53239,22334,Juan,Serrano,M,60000,Graduate Degree,Skilled Manual,343.6496,539.99,"Road-750 Black, 58",Components,United States,196.3404,North America
SO54707,23267,Juan,James,M,40000,Partial College,Clerical,755.1508,1214.85,"Touring-2000 Blue, 50",Clothing,Canada,459.6992,North America
SO56053,16763,Juan,Suarez,M,50000,Graduate Degree,Skilled Manual,1082.51,1700.99,"Road-350-W Yellow, 48",Components,Canada,618.48,North America
SO57008,19867,Juan,Sanchez,M,60000,Partial College,Professional,713.0798,1120.49,"Road-550-W Yellow, 40",Components,United States,407.4102,North America
